is_a_label_snail	label_snail	label-dash	id	label	subTypeOf	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
is_a_podiatric	podiatric	podiatric	Podiatric	Podiatric	MedicalBusiness, MedicalSpecialty	MedicalSpecialty							Podiatry is the care of the human foot, especially the diagnosis and treatment of foot disorders.
is_a_police_station	police_station	police-station	PoliceStation	PoliceStation	CivicStructure, EmergencyService				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A police station.
is_a_pond	pond	pond	Pond	Pond	BodyOfWater				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A pond.
is_a_post_office	post_office	post-office	PostOffice	PostOffice	GovernmentOffice				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A post office.
is_a_postal_address	postal_address	postal-address	PostalAddress	PostalAddress	ContactPoint				additionalType, addressCountry, addressLocality, addressRegion, alternateName, areaServed, availableLanguage, contactOption, contactType, description, disambiguatingDescription, email, faxNumber, hoursAvailable, identifier, image, mainEntityOfPage, name, postOfficeBoxNumber, postalCode, potentialAction, productSupported, sameAs, serviceArea, streetAddress, subjectOf, telephone, url				The mailing address.
is_a_postal_code_range_specification	postal_code_range_specification	postal-code-range-specification	PostalCodeRangeSpecification	PostalCodeRangeSpecification	StructuredValue			https://pending.schema.org	additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, postalCodeBegin, postalCodeEnd, potentialAction, sameAs, subjectOf, url				Indicates a range of postal codes, usually defined as the set of valid codes between <a class="localLink" href="/postalCodeBegin">postalCodeBegin</a> and <a class="localLink" href="/postalCodeEnd">postalCodeEnd</a>, inclusively.
is_a_poster	poster	poster	Poster	Poster	CreativeWork			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A large, usually printed placard, bill, or announcement, often illustrated, that is posted to advertise or publicize something.
is_a_potential_action_status	potential_action_status	potential-action-status	PotentialActionStatus	PotentialActionStatus	ActionStatusType	ActionStatusType							A description of an action that is supported.
is_a_pre_order	pre_order	pre-order	PreOrder	PreOrder	ItemAvailability	ItemAvailability							Indicates that the item is available for pre-order.
is_a_pre_order_action	pre_order_action	pre-order-action	PreOrderAction	PreOrderAction	TradeAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, price, priceCurrency, priceSpecification, provider, result, sameAs, startTime, subjectOf, target, url				An agent orders a (not yet released) object/product/service to be delivered/sent.
is_a_pre_sale	pre_sale	pre-sale	PreSale	PreSale	ItemAvailability	ItemAvailability							Indicates that the item is available for ordering and delivery before general availability.
is_a_pregnancy_health_aspect	pregnancy_health_aspect	pregnancy-health-aspect	PregnancyHealthAspect	PregnancyHealthAspect	HealthAspectEnumeration	HealthAspectEnumeration		https://pending.schema.org					Content discussing pregnancy-related aspects of a health topic.
is_a_prepend_action	prepend_action	prepend-action	PrependAction	PrependAction	InsertAction				actionStatus, additionalType, agent, alternateName, collection, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, targetCollection, toLocation, url				The act of inserting at the beginning if an ordered collection.
is_a_preschool	preschool	preschool	Preschool	Preschool	EducationalOrganization				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, photo, photos, potentialAction, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A preschool.
is_a_prescription_only	prescription_only	prescription-only	PrescriptionOnly	PrescriptionOnly	DrugPrescriptionStatus	DrugPrescriptionStatus							Available by prescription only.
is_a_presentation_digital_document	presentation_digital_document	presentation-digital-document	PresentationDigitalDocument	PresentationDigitalDocument	DigitalDocument				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasDigitalDocumentPermission, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A file containing slides or used for a presentation.
is_a_prevention_health_aspect	prevention_health_aspect	prevention-health-aspect	PreventionHealthAspect	PreventionHealthAspect	HealthAspectEnumeration	HealthAspectEnumeration		https://pending.schema.org					Information about actions or measures that can be taken to avoid getting the topic or reaching a critical situation related to the topic.
is_a_prevention_indication	prevention_indication	prevention-indication	PreventionIndication	PreventionIndication	MedicalIndication				additionalType, alternateName, code, description, disambiguatingDescription, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, recognizingAuthority, relevantSpecialty, sameAs, study, subjectOf, url				An indication for preventing an underlying condition, symptom, etc.
is_a_price_component_type_enumeration	price_component_type_enumeration	price-component-type-enumeration	PriceComponentTypeEnumeration	PriceComponentTypeEnumeration	Enumeration			https://pending.schema.org					Enumerates different price components that together make up the total price for an offered product.
is_a_price_specification	price_specification	price-specification	PriceSpecification	PriceSpecification	StructuredValue				additionalType, alternateName, description, disambiguatingDescription, eligibleQuantity, eligibleTransactionVolume, identifier, image, mainEntityOfPage, maxPrice, minPrice, name, potentialAction, price, priceCurrency, sameAs, subjectOf, url, validFrom, validThrough, valueAddedTaxIncluded	CompoundPriceSpecification, DeliveryChargeSpecification, PaymentChargeSpecification, UnitPriceSpecification			A structured value representing a price or price range. Typically, only the subclasses of this type are used for markup. It is recommended to use <a class="localLink" href="/MonetaryAmount">MonetaryAmount</a> to describe independent amounts of money such as a salary, credit card limits, etc.
is_a_price_type_enumeration	price_type_enumeration	price-type-enumeration	PriceTypeEnumeration	PriceTypeEnumeration	Enumeration			https://pending.schema.org					Enumerates different price types, for example list price, invoice price, and sale price.
is_a_primary_care	primary_care	primary-care	PrimaryCare	PrimaryCare	MedicalBusiness, MedicalSpecialty	MedicalSpecialty							The medical care by a physician, or other health-care professional, who is the patient's first contact with the health-care system and who may recommend a specialist if necessary.
is_a_prion	prion	prion	Prion	Prion	InfectiousAgentClass	InfectiousAgentClass							A prion is an infectious agent composed of protein in a misfolded form.
is_a_product	product	product	Product	Product	Thing				additionalProperty, additionalType, aggregateRating, alternateName, asin, audience, award, awards, brand, category, color, countryOfAssembly, countryOfLastProcessing, countryOfOrigin, depth, description, disambiguatingDescription, funding, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasEnergyConsumptionDetails, hasMeasurement, hasMerchantReturnPolicy, hasProductReturnPolicy, height, identifier, image, inProductGroupWithID, isAccessoryOrSparePartFor, isConsumableFor, isFamilyFriendly, isRelatedTo, isSimilarTo, isVariantOf, itemCondition, keywords, logo, mainEntityOfPage, manufacturer, material, mobileUrl, model, mpn, name, negativeNotes, nsn, offers, pattern, positiveNotes, potentialAction, productID, productionDate, purchaseDate, releaseDate, review, reviews, sameAs, size, sku, slogan, subjectOf, url, weight, width	DietarySupplement, Drug, IndividualProduct, ProductCollection, ProductGroup, ProductModel, SomeProducts, Vehicle			Any offered product or service. For example: a pair of shoes; a concert ticket; the rental of a car; a haircut; or an episode of a TV show streamed online.
is_a_product_collection	product_collection	product-collection	ProductCollection	ProductCollection	Collection, Product			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalProperty, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, asin, assesses, associatedMedia, audience, audio, author, award, awards, brand, category, character, citation, collectionSize, color, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfAssembly, countryOfLastProcessing, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, depth, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasEnergyConsumptionDetails, hasMeasurement, hasMerchantReturnPolicy, hasPart, hasProductReturnPolicy, headline, height, identifier, image, inLanguage, inProductGroupWithID, includesObject, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isAccessoryOrSparePartFor, isBasedOn, isBasedOnUrl, isConsumableFor, isFamilyFriendly, isPartOf, isRelatedTo, isSimilarTo, isVariantOf, itemCondition, keywords, learningResourceType, license, locationCreated, logo, mainEntity, mainEntityOfPage, maintainer, manufacturer, material, materialExtent, mentions, mobileUrl, model, mpn, name, negativeNotes, nsn, offers, pattern, position, positiveNotes, potentialAction, producer, productID, productionDate, provider, publication, publisher, publisherImprint, publishingPrinciples, purchaseDate, recordedAt, releaseDate, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sku, slogan, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, weight, width, workExample, workTranslation				A set of products (either <a class="localLink" href="/ProductGroup">ProductGroup</a>s or specific variants) that are listed together e.g. in an <a class="localLink" href="/Offer">Offer</a>.
is_a_product_group	product_group	product-group	ProductGroup	ProductGroup	Product			https://pending.schema.org	additionalProperty, additionalType, aggregateRating, alternateName, asin, audience, award, awards, brand, category, color, countryOfAssembly, countryOfLastProcessing, countryOfOrigin, depth, description, disambiguatingDescription, funding, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasEnergyConsumptionDetails, hasMeasurement, hasMerchantReturnPolicy, hasProductReturnPolicy, hasVariant, height, identifier, image, inProductGroupWithID, isAccessoryOrSparePartFor, isConsumableFor, isFamilyFriendly, isRelatedTo, isSimilarTo, isVariantOf, itemCondition, keywords, logo, mainEntityOfPage, manufacturer, material, mobileUrl, model, mpn, name, negativeNotes, nsn, offers, pattern, positiveNotes, potentialAction, productGroupID, productID, productionDate, purchaseDate, releaseDate, review, reviews, sameAs, size, sku, slogan, subjectOf, url, variesBy, weight, width				"A ProductGroup represents a group of <a class=""localLink"" href=""/Product"">Product</a>s that vary only in certain well-described ways, such as by <a class=""localLink"" href=""/size"">size</a>, <a class=""localLink"" href=""/color"">color</a>, <a class=""localLink"" href=""/material"">material</a> etc.<br/><br/>

While a ProductGroup itself is not directly offered for sale, the various varying products that it represents can be. The ProductGroup serves as a prototype or template, standing in for all of the products who have an <a class=""localLink"" href=""/isVariantOf"">isVariantOf</a> relationship to it. As such, properties (including additional types) can be applied to the ProductGroup to represent characteristics shared by each of the (possibly very many) variants. Properties that reference a ProductGroup are not included in this mechanism; neither are the following specific properties <a class=""localLink"" href=""/variesBy"">variesBy</a>, <a class=""localLink"" href=""/hasVariant"">hasVariant</a>, <a class=""localLink"" href=""/url"">url</a>."
is_a_product_model	product_model	product-model	ProductModel	ProductModel	Product				additionalProperty, additionalType, aggregateRating, alternateName, asin, audience, award, awards, brand, category, color, countryOfAssembly, countryOfLastProcessing, countryOfOrigin, depth, description, disambiguatingDescription, funding, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasEnergyConsumptionDetails, hasMeasurement, hasMerchantReturnPolicy, hasProductReturnPolicy, height, identifier, image, inProductGroupWithID, isAccessoryOrSparePartFor, isConsumableFor, isFamilyFriendly, isRelatedTo, isSimilarTo, isVariantOf, itemCondition, keywords, logo, mainEntityOfPage, manufacturer, material, mobileUrl, model, mpn, name, negativeNotes, nsn, offers, pattern, positiveNotes, potentialAction, predecessorOf, productID, productionDate, purchaseDate, releaseDate, review, reviews, sameAs, size, sku, slogan, subjectOf, successorOf, url, weight, width				A datasheet or vendor specification of a product (in the sense of a prototypical description).
is_a_professional_service	professional_service	professional-service	ProfessionalService	ProfessionalService	LocalBusiness				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				"Original definition: ""provider of professional services.""<br/><br/>

The general <a class=""localLink"" href=""/ProfessionalService"">ProfessionalService</a> type for local businesses was deprecated due to confusion with <a class=""localLink"" href=""/Service"">Service</a>. For reference, the types that it included were: <a class=""localLink"" href=""/Dentist"">Dentist</a>,
        <a class=""localLink"" href=""/AccountingService"">AccountingService</a>, <a class=""localLink"" href=""/Attorney"">Attorney</a>, <a class=""localLink"" href=""/Notary"">Notary</a>, as well as types for several kinds of <a class=""localLink"" href=""/HomeAndConstructionBusiness"">HomeAndConstructionBusiness</a>: <a class=""localLink"" href=""/Electrician"">Electrician</a>, <a class=""localLink"" href=""/GeneralContractor"">GeneralContractor</a>,
        <a class=""localLink"" href=""/HousePainter"">HousePainter</a>, <a class=""localLink"" href=""/Locksmith"">Locksmith</a>, <a class=""localLink"" href=""/Plumber"">Plumber</a>, <a class=""localLink"" href=""/RoofingContractor"">RoofingContractor</a>. <a class=""localLink"" href=""/LegalService"">LegalService</a> was introduced as a more inclusive supertype of <a class=""localLink"" href=""/Attorney"">Attorney</a>."
is_a_profile_page	profile_page	profile-page	ProfilePage	ProfilePage	WebPage				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, breadcrumb, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, lastReviewed, learningResourceType, license, locationCreated, mainContentOfPage, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, primaryImageOfPage, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, relatedLink, releasedEvent, review, reviewedBy, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, significantLink, significantLinks, size, sourceOrganization, spatial, spatialCoverage, speakable, specialty, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				Web page type: Profile page.
is_a_prognosis_health_aspect	prognosis_health_aspect	prognosis-health-aspect	PrognosisHealthAspect	PrognosisHealthAspect	HealthAspectEnumeration	HealthAspectEnumeration		https://pending.schema.org					Typical progression and happenings of life course of the topic.
is_a_program_membership	program_membership	program-membership	ProgramMembership	ProgramMembership	Intangible				additionalType, alternateName, description, disambiguatingDescription, hostingOrganization, identifier, image, mainEntityOfPage, member, members, membershipNumber, membershipPointsEarned, name, potentialAction, programName, sameAs, subjectOf, url				Used to describe membership in a loyalty programs (e.g. "StarAliance"), traveler clubs (e.g. "AAA"), purchase clubs ("Safeway Club"), etc.
is_a_project	project	project	Project	Project	Organization			https://pending.schema.org	actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID	FundingAgency, ResearchProject			"An enterprise (potentially individual but typically collaborative), planned to achieve a particular aim.
Use properties from <a class=""localLink"" href=""/Organization"">Organization</a>, <a class=""localLink"" href=""/subOrganization"">subOrganization</a>/<a class=""localLink"" href=""/parentOrganization"">parentOrganization</a> to indicate project sub-structures."
is_a_pronounceable_text	pronounceable_text	pronounceable-text	PronounceableText	PronounceableText	Text			https://pending.schema.org	inLanguage, phoneticText, speechToTextMarkup, textValue				Data type: PronounceableText.
is_a_property	property	property	Property	Property	Intangible		http://www.w3.org/1999/02/22-rdf-syntax-ns#Property	https://meta.schema.org	additionalType, alternateName, description, disambiguatingDescription, domainIncludes, identifier, image, inverseOf, mainEntityOfPage, name, potentialAction, rangeIncludes, sameAs, subjectOf, supersededBy, url				A property, used to indicate attributes and relationships of some Thing; equivalent to rdf:Property.
is_a_property_value	property_value	property-value	PropertyValue	PropertyValue	StructuredValue				additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, maxValue, measurementTechnique, minValue, name, potentialAction, propertyID, sameAs, subjectOf, unitCode, unitText, url, value, valueReference	LocationFeatureSpecification			"A property-value pair, e.g. representing a feature of a product or place. Use the 'name' property for the name of the property. If there is an additional human-readable version of the value, put that into the 'description' property.<br/><br/>

Always use specific schema.org properties when a) they exist and b) you can populate them. Using PropertyValue as a substitute will typically not trigger the same effect as using the original, specific property."
is_a_property_value_specification	property_value_specification	property-value-specification	PropertyValueSpecification	PropertyValueSpecification	Intangible				additionalType, alternateName, defaultValue, description, disambiguatingDescription, identifier, image, mainEntityOfPage, maxValue, minValue, multipleValues, name, potentialAction, readonlyValue, sameAs, stepValue, subjectOf, url, valueMaxLength, valueMinLength, valueName, valuePattern, valueRequired				A Property value specification.
is_a_protein	protein	protein	Protein	Protein	BioChemEntity			https://pending.schema.org	additionalType, alternateName, associatedDisease, bioChemInteraction, bioChemSimilarity, biologicalRole, description, disambiguatingDescription, funding, hasBioChemEntityPart, hasBioPolymerSequence, hasMolecularFunction, hasRepresentation, identifier, image, isEncodedByBioChemEntity, isInvolvedInBiologicalProcess, isLocatedInSubcellularLocation, isPartOfBioChemEntity, mainEntityOfPage, name, potentialAction, sameAs, subjectOf, taxonomicRange, url				Protein is here used in its widest possible definition, as classes of amino acid based molecules. Amyloid-beta Protein in human (UniProt P05067), eukaryota (e.g. an OrthoDB group) or even a single molecule that one can point to are all of type schema:Protein. A protein can thus be a subclass of another protein, e.g. schema:Protein as a UniProt record can have multiple isoforms inside it which would also be schema:Protein. They can be imagined, synthetic, hypothetical or naturally occurring.
is_a_protozoa	protozoa	protozoa	Protozoa	Protozoa	InfectiousAgentClass	InfectiousAgentClass							Single-celled organism that causes an infection.
is_a_psychiatric	psychiatric	psychiatric	Psychiatric	Psychiatric	MedicalBusiness, MedicalSpecialty	MedicalSpecialty							A specific branch of medical science that is concerned with the study, treatment, and prevention of mental illness, using both medical and psychological therapies.
is_a_psychological_treatment	psychological_treatment	psychological-treatment	PsychologicalTreatment	PsychologicalTreatment	TherapeuticProcedure				additionalType, adverseOutcome, alternateName, bodyLocation, code, description, disambiguatingDescription, doseSchedule, drug, followup, funding, guideline, howPerformed, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, preparation, procedureType, recognizingAuthority, relevantSpecialty, sameAs, status, study, subjectOf, url				A process of care relying upon counseling, dialogue and communication  aimed at improving a mental health condition without use of drugs.
is_a_public_health	public_health	public-health	PublicHealth	PublicHealth	MedicalBusiness, MedicalSpecialty	MedicalSpecialty							Branch of medicine that pertains to the health services to improve and protect community health, especially epidemiology, sanitation, immunization, and preventive medicine.
