domainIncludes	has_label_snail	rangeIncludes	label_snail	label-dash	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
"PeopleAudience, SizeSpecification"	has_suggested_gender	"GenderType, Text"	suggested_gender	suggested-gender	suggestedGender								"The suggested gender of the intended person or audience, for example ""male"", ""female"", or ""unisex""."
Gene	has_alternative_of	Gene	alternative_of	alternative-of	alternativeOf	pending:							Another gene which is a variation of this one.
BioChemEntity	is_encoded_by_bio_chem_entity	Gene	is_encoded_by_bio_chem_entity	is-encoded-by-bio-chem-entity	isEncodedByBioChemEntity	pending:				encodesBioChemEntity			Another BioChemEntity encoding by this one.
Service	has_service_type	"GovernmentBenefitsType, Text"	service_type	service-type	serviceType								"The type of service being offered, e.g. veterans' benefits, emergency relief, etc."
SpecialAnnouncement	has_government_benefits_info	GovernmentService	government_benefits_info	government-benefits-info	governmentBenefitsInfo	pending:							governmentBenefitsInfo provides information about government benefits associated with a SpecialAnnouncement.
"BioChemEntity, CreativeWork, Event, MedicalEntity, Organization, Person, Product"	has_funding	Grant	funding	funding	funding	pending:				fundedItem			"A <a class=""localLink"" href=""/Grant"">Grant</a> that directly or indirectly provide funding or sponsorship for this item. See also <a class=""localLink"" href=""/ownershipFundingInfo"">ownershipFundingInfo</a>."
HealthTopicContent	has_health_aspect	HealthAspectEnumeration	has_health_aspect	has-health-aspect	hasHealthAspect	pending:							"Indicates the aspect or aspects specifically addressed in some <a class=""localLink"" href=""/HealthTopicContent"">HealthTopicContent</a>. For example, that the content is an overview, or that it talks about treatment, self-care, treatments or their side-effects."
Drug	is_included_in_health_insurance_plan	HealthInsurancePlan	included_in_health_insurance_plan	included-in-health-insurance-plan	includedInHealthInsurancePlan	pending:							The insurance plans that cover this drug.
HealthInsurancePlan	is_including_health_plan_formulary	HealthPlanFormulary	is-including_health_plan_formulary	includes-health-plan-formulary	includesHealthPlanFormulary	pending:							Formularies covered by this plan.
HealthInsurancePlan	is_including_health_plan_network	HealthPlanNetwork	is-including_health_plan_network	includes-health-plan-network	includesHealthPlanNetwork	pending:							Networks covered by this plan.
Physician	has_hospital_affiliation	Hospital	hospital_affiliation	hospital-affiliation	hospitalAffiliation								A hospital with which the physician or office is affiliated.
"HowTo, HowToDirection"	has_supply	"HowToSupply, Text"	supply	supply	supply		instrument		"ingredients, recipeIngredient"				A sub-property of instrument. A supply consumed when performing instructions or a direction.
"HowTo, HowToDirection"	has_tool	"HowToTool, Text"	tool	tool	tool		instrument						A sub property of instrument. An object used (but not consumed) when performing instructions or a direction.
HyperTocEntry	has_toc_continuation	HyperTocEntry	toc_continuation	toc-continuation	tocContinuation	pending:							"A <a class=""localLink"" href=""/HyperTocEntry"">HyperTocEntry</a> can have a <a class=""localLink"" href=""/tocContinuation"">tocContinuation</a> indicated, which is another <a class=""localLink"" href=""/HyperTocEntry"">HyperTocEntry</a> that would be the default next item to play or render."
HyperToc	has_toc_entry	HyperTocEntry	toc_entry	toc-entry	tocEntry	pending:	hasPart						"Indicates a <a class=""localLink"" href=""/HyperTocEntry"">HyperTocEntry</a> in a <a class=""localLink"" href=""/HyperToc"">HyperToc</a>."
Clip	has_end_offset	"HyperTocEntry, Number"	end_offset	end-offset	endOffset	pending:							The end time of the clip expressed as the number of seconds from the beginning of the work.
"Clip, SeekToAction"	has_start_offset	"HyperTocEntry, Number"	start_offset	start-offset	startOffset	pending:							The start time of the clip expressed as the number of seconds from the beginning of the work.
AnatomicalStructure	has_diagram	ImageObject	diagram	diagram	diagram								An image containing a diagram that illustrates the structure and/or its component substructures and/or connections with other structures.
WebPage	has_primary_image_of_page	ImageObject	primary_image_of_page	primary-image-of-page	primaryImageOfPage								Indicates the main image on the page.
"ImageObject, VideoObject"	has_thumbnail	ImageObject	thumbnail	thumbnail	thumbnail								Thumbnail image for an image or video.
Place	has_photo	"ImageObject, Photograph"	photo	photo	photo		image				photos		A photograph of this place.
Place	has_photos	"ImageObject, Photograph"	photos	photos	photos							photo	Photographs of this place.
Thing	has_image	"ImageObject, URL"	image	image	image				"layoutImage, logo, photo"				"An image of the item. This can be a <a class=""localLink"" href=""/URL"">URL</a> or a fully described <a class=""localLink"" href=""/ImageObject"">ImageObject</a>."
FloorPlan	has_layout_image	"ImageObject, URL"	layout_image	layout-image	layoutImage	pending:	image						A schematic image showing the floorplan layout.
"Brand, Organization, Place, Product, Service"	has_logo	"ImageObject, URL"	logo	logo	logo		image						An associated logo.
SoftwareApplication	has_screenshot	"ImageObject, URL"	screenshot	screenshot	screenshot								A link to a screenshot image of the app.
InfectiousDisease	has_infectious_agent_class	InfectiousAgentClass	infectious_agent_class	infectious-agent-class	infectiousAgentClass								"The class of infectious agent (bacteria, prion, etc.) that causes the disease."
"CreativeWork, Organization, Person"	has_interaction_statistic	InteractionCounter	interaction_statistic	interaction-statistic	interactionStatistic						interactionCount		The number of interactions for the CreativeWork using the WebSite or SoftwareApplication. The most specific child type of InteractionCounter should be used.
Order	has_part_of_invoice	Invoice	part_of_invoice	part-of-invoice	partOfInvoice								The order is being paid as part of the referenced Invoice.
"Demand, Offer"	has_availability	ItemAvailability	availability	availability	availability								"The availability of this item&#x2014;for example In stock, Out of stock, Pre-order, etc."
CreativeWork	has_access_mode_sufficient	ItemList	access_mode_sufficient	access-mode-sufficient	accessModeSufficient								"A list of single or combined accessModes that are sufficient to understand all the intellectual content of a resource. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessModeSufficient-vocabulary"">approved vocabulary</a>."
"Product, Review"	has_negative_notes	"ItemList, ListItem, Text, WebContent"	negative_notes	negative-notes	negativeNotes	pending:							"Provides negative considerations regarding something, most typically in pro/con lists for reviews (alongside <a class=""localLink"" href=""/positiveNotes"">positiveNotes</a>). For symmetry <br/><br/>

In the case of a <a class=""localLink"" href=""/Review"">Review</a>, the property describes the <a class=""localLink"" href=""/itemReviewed"">itemReviewed</a> from the perspective of the review; in the case of a <a class=""localLink"" href=""/Product"">Product</a>, the product itself is being described. Since product descriptions 
tend to emphasise positive claims, it may be relatively unusual to find <a class=""localLink"" href=""/negativeNotes"">negativeNotes</a> used in this way. Nevertheless for the sake of symmetry, <a class=""localLink"" href=""/negativeNotes"">negativeNotes</a> can be used on <a class=""localLink"" href=""/Product"">Product</a>.<br/><br/>

The property values can be expressed either as unstructured text (repeated as necessary), or if ordered, as a list (in which case the most negative is at the beginning of the list)."
"Product, Review"	has_positive_notes	"ItemList, ListItem, Text, WebContent"	positive_notes	positive-notes	positiveNotes	pending:							"Provides positive considerations regarding something, for example product highlights or (alongside <a class=""localLink"" href=""/negativeNotes"">negativeNotes</a>) pro/con lists for reviews.<br/><br/>

In the case of a <a class=""localLink"" href=""/Review"">Review</a>, the property describes the <a class=""localLink"" href=""/itemReviewed"">itemReviewed</a> from the perspective of the review; in the case of a <a class=""localLink"" href=""/Product"">Product</a>, the product itself is being described.<br/><br/>

The property values can be expressed either as unstructured text (repeated as necessary), or if ordered, as a list (in which case the most positive is at the beginning of the list)."
"MusicGroup, MusicPlaylist"	has_track	"ItemList, MusicRecording"	track	track	track						tracks		"A music recording (track)&#x2014;usually a single song. If an ItemList is given, the list should contain items of type MusicRecording."
Trip	has_itinerary	"ItemList, Place"	itinerary	itinerary	itinerary	pending:							"Destination(s) ( <a class=""localLink"" href=""/Place"">Place</a> ) that make up a trip. For a trip where destination order is important use <a class=""localLink"" href=""/ItemList"">ItemList</a> to specify that order (see examples)."
ItemList	has_item_list_order	"ItemListOrderType, Text"	item_list_order	item-list-order	itemListOrder								"Type of ordering (e.g. Ascending, Descending, Unordered)."
"CommunicateAction, WriteAction"	has_language	Language	language	language	language		instrument					inLanguage	A sub property of instrument. The language used on this action.
"ContactPoint, LodgingBusiness, ServiceChannel, TouristAttraction"	has_available_language	"Language, Text"	available_language	available-language	availableLanguage								"A language someone may use with or at the item, service or place. Please use one of the language codes from the <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard</a>. See also <a class=""localLink"" href=""/inLanguage"">inLanguage</a>."
"BroadcastService, CommunicateAction, CreativeWork, Event, LinkRole, PronounceableText, WriteAction"	is_in_language	"Language, Text"	in_language	in-language	inLanguage						language		"The language of the content or performance or used in an action. Please use one of the language codes from the <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard</a>. See also <a class=""localLink"" href=""/availableLanguage"">availableLanguage</a>."
"Organization, Person"	has_knows_language	"Language, Text"	knows_language	knows-language	knowsLanguage	pending:							"Of a <a class=""localLink"" href=""/Person"">Person</a>, and less typically of an <a class=""localLink"" href=""/Organization"">Organization</a>, to indicate a known language. We do not distinguish skill levels or reading/writing/speaking/signing here. Use language codes from the <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard</a>."
"BroadcastEvent, Movie, ScreeningEvent, TVEpisode"	has_subtitle_language	"Language, Text"	subtitle_language	subtitle-language	subtitleLanguage	pending:							"Languages in which subtitles/captions are available, in <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard format</a>."
Legislation	has_legislation_legal_force	LegalForceStatus	legislation_legal_force	legislation-legal-force	legislationLegalForce	pending:		http://data.europa.eu/eli/ontology#in_force					"Whether the legislation is currently in force, not in force, or partially in force."
LegislationObject	has_legislation_legal_value	LegalValueLevel	legislation_legal_value	legislation-legal-value	legislationLegalValue	pending:		http://data.europa.eu/eli/ontology#legal_value					"The legal value of this legislation file. The same legislation can be written in multiple files with different legal values. Typically a digitally signed PDF have a ""stronger"" legal value than the HTML file of the same act."
Legislation	has_legislation_applies	Legislation	legislation_applies	legislation-applies	legislationApplies	pending:		http://data.europa.eu/eli/ontology#implements	legislationTransposes				"Indicates that this legislation (or part of a legislation) somehow transfers another legislation in a different legislative context. This is an informative link, and it has no legal value. For legally-binding links of transposition, use the <a href=""/legislationTransposes"">legislationTransposes</a> property. For example an informative consolidated law of a European Union's member state ""applies"" the consolidated version of the European Directive implemented in it."
Legislation	has_legislation_changes	Legislation	legislation_changes	legislation-changes	legislationChanges	pending:		http://data.europa.eu/eli/ontology#changes					"Another legislation that this legislation changes. This encompasses the notions of amendment, replacement, correction, repeal, or other types of change. This may be a direct change (textual or non-textual amendment) or a consequential or indirect change. The property is to be used to express the existence of a change relationship between two acts rather than the existence of a consolidated version of the text that shows the result of the change. For consolidation relationships, use the <a href=""/legislationConsolidates"">legislationConsolidates</a> property."
Legislation	has_legislation_consolidates	Legislation	legislation_consolidates	legislation-consolidates	legislationConsolidates	pending:		http://data.europa.eu/eli/ontology#consolidates					"Indicates another legislation taken into account in this consolidated legislation (which is usually the product of an editorial process that revises the legislation). This property should be used multiple times to refer to both the original version or the previous consolidated version, and to the legislations making the change."
Legislation	has_legislation_transposes	Legislation	legislation_transposes	legislation-transposes	legislationTransposes	pending:	legislationApplies	http://data.europa.eu/eli/ontology#transposes					"Indicates that this legislation (or part of legislation) fulfills the objectives set by another legislation, by passing appropriate implementation measures. Typically, some legislations of European Union's member states or regions transpose European Directives. This indicates a legally binding link between the 2 legislations."
ListItem	has_next_item	ListItem	next_item	next-item	nextItem								A link to the ListItem that follows the current one.
ListItem	has_previous_item	ListItem	previous_item	previous-item	previousItem								A link to the ListItem that precedes the current one.
ItemList	has_item_list_element	"ListItem, Text, Thing"	item_list_element	item-list-element	itemListElement								"For itemListElement values, you can use simple strings (e.g. ""Peter"", ""Paul"", ""Mary""), existing entities, or use ListItem.<br/><br/>

Text values are best if the elements in the list are plain strings. Existing entities are best for a simple, unordered list of existing things in your data. ListItem is used with ordered lists when you want to provide additional context about the element in that list or when the same item might be in different places in different lists.<br/><br/>

Note: The order of elements in your mark-up is not sufficient for indicating the order or elements.  Use ListItem with a 'position' property in such cases."
"Demand, Offer"	has_accepted_payment_method	"LoanOrCredit, PaymentMethod"	accepted_payment_method	accepted-payment-method	acceptedPaymentMethod								The payment method(s) accepted by seller for this offer.
"Accommodation, FloorPlan, LodgingBusiness, Place"	has_amenity_feature	LocationFeatureSpecification	amenity_feature	amenity-feature	amenityFeature								An amenity feature (e.g. a characteristic or service) of the Accommodation. This generic property does not make a statement about whether the feature is included in an offer for the main accommodation or available at extra costs.
Place	has_map	"Map, URL"	has_map	has-map	hasMap						"map, maps"		A URL to a map of the place.
Map	has_map_type	MapCategoryType	map_type	map-type	mapType								"Indicates the kind of Map, from the MapCategoryType Enumeration."
"DietarySupplement, Drug, DrugStrength, Substance"	has_maximum_intake	MaximumDoseSchedule	maximum_intake	maximum-intake	maximumIntake								Recommended intake of this supplement for a given population as defined by a specific recommending authority.
MediaReview	has_media_authenticity_category	MediaManipulationRatingEnumeration	media_authenticity_category	media-authenticity-category	mediaAuthenticityCategory	pending:							Indicates a MediaManipulationRatingEnumeration classification of a media object (in the context of how it was published or shared).
"CreativeWork, HyperToc, HyperTocEntry"	has_associated_media	MediaObject	associated_media	associated-media	associatedMedia								A media object that encodes this CreativeWork. This property is a synonym for encoding.
CreativeWork	has_encoding	MediaObject	encoding	encoding	encoding					encodesCreativeWork	encodings		A media object that encodes this CreativeWork. This property is a synonym for associatedMedia.
CreativeWork	has_encodings	MediaObject	encodings	encodings	encodings							encoding	A media object that encodes this CreativeWork.
MediaReviewItem	has_media_item_appearance	MediaObject	media_item_appearance	media-item-appearance	mediaItemAppearance	pending:							"In the context of a <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, indicates specific media item(s) that are grouped using a <a class=""localLink"" href=""/MediaReviewItem"">MediaReviewItem</a>."
"AudioObject, ImageObject, VideoObject"	has_caption	"MediaObject, Text"	caption	caption	caption				embeddedTextCaption				"The caption for this object. For downloadable machine formats (closed caption, subtitles etc.) use MediaObject and indicate the <a class=""localLink"" href=""/encodingFormat"">encodingFormat</a>."
HowToDirection	has_after_media	"MediaObject, URL"	after_media	after-media	afterMedia								A media object representing the circumstances after performing this direction.
HowToDirection	has_before_media	"MediaObject, URL"	before_media	before-media	beforeMedia								A media object representing the circumstances before performing this direction.
HowToDirection	has_during_media	"MediaObject, URL"	during_media	during-media	duringMedia								A media object representing the circumstances while performing this direction.
MediaReview	has_original_media_link	"MediaObject, URL, WebPage"	original_media_link	original-media-link	originalMediaLink	pending:							"Link to the page containing an original version of the content, or directly to an online copy of the original <a class=""localLink"" href=""/MediaObject"">MediaObject</a> content, e.g. video file."
MedicalWebPage	has_medical_audience	"MedicalAudience, MedicalAudienceType"	medical_audience	medical-audience	medicalAudience								Medical audience for page.
MedicalEntity	has_code	MedicalCode	code	code	code								"A medical code for the entity, taken from a controlled vocabulary or ontology such as ICD-9, DiseasesDB, MeSH, SNOMED-CT, RxNorm, etc."
"DDxElement, Patient"	has_diagnosis	MedicalCondition	diagnosis	diagnosis	diagnosis								One or more alternative conditions considered in the differential diagnosis process as output of a diagnosis process.
"MedicalStudy, Patient, PeopleAudience"	has_health_condition	MedicalCondition	health_condition	health-condition	healthCondition								"Specifying the health condition(s) of a patient, medical study, or other target audience."
"AnatomicalStructure, AnatomicalSystem, SuperficialAnatomy"	has_related_condition	MedicalCondition	related_condition	related-condition	relatedCondition								A medical condition associated with this anatomy.
MedicalTest	has_used_to_diagnose	MedicalCondition	used_to_diagnose	used-to-diagnose	usedToDiagnose								A condition the test is used to diagnose.
BioChemEntity	has_associated_disease	"MedicalCondition, PropertyValue, URL"	associated_disease	associated-disease	associatedDisease	pending:							"Disease associated to this BioChemEntity. Such disease can be a MedicalCondition or a URL. If you want to add an evidence supporting the association, please use PropertyValue."
MedicalCondition	has_stage	MedicalConditionStage	stage	stage	stage								"The stage of the condition, if applicable."
"MedicalDevice, MedicalTherapy"	has_contraindication	"MedicalContraindication, Text"	contraindication	contraindication	contraindication								A contraindication for this therapy.
MedicalTest	is_using_device	MedicalDevice	is_using_device	uses-device	usesDevice								Device used to perform the test.
"MedicalDevice, TherapeuticProcedure"	has_adverse_outcome	MedicalEntity	adverse_outcome	adverse-outcome	adverseOutcome								"A possible complication and/or side effect of this therapy. If it is known that an adverse outcome is serious (resulting in death, disability, or permanent damage; requiring hospitalization; or otherwise life-threatening or requiring immediate medical attention), tag it as a seriousAdverseOutcome instead."
MedicalCause	has_cause_of	MedicalEntity	cause_of	cause-of	causeOf								"The condition, complication, symptom, sign, etc. caused."
MedicalRiskEstimator	is_estimating_risk_of	MedicalEntity	is_estimating_risk_of	estimates-risk-of	estimatesRiskOf								"The condition, complication, or symptom whose risk is being estimated."
MedicalGuideline	has_guideline_subject	MedicalEntity	guideline_subject	guideline-subject	guidelineSubject								"The medical conditions, treatments, etc. that are the subject of the guideline."
MedicalRiskFactor	is_increasing_risk_of	MedicalEntity	is_increasing_risk_of	increases-risk-of	increasesRiskOf								"The condition, complication, etc. influenced by this factor."
"MedicalDevice, MedicalTherapy"	has_serious_adverse_outcome	MedicalEntity	serious_adverse_outcome	serious-adverse-outcome	seriousAdverseOutcome								"A possible serious complication and/or serious side effect of this therapy. Serious adverse outcomes include those that are life-threatening; result in death, disability, or permanent damage; require hospitalization or prolong existing hospitalization; cause congenital anomalies or birth defects; or jeopardize the patient and may require medical or surgical intervention to prevent one of the outcomes in this definition."
MedicalStudy	has_study_subject	MedicalEntity	study_subject	study-subject	studySubject								"A subject of the study, i.e. one of the medical conditions, therapies, devices, drugs, etc. investigated by the study."
Joint	has_functional_class	"MedicalEntity, Text"	functional_class	functional-class	functionalClass								The degree of mobility the joint allows.
MedicalProcedure	has_preparation	"MedicalEntity, Text"	preparation	preparation	preparation								Typical preparation that a patient must undergo before having the procedure performed.
MedicalTest	has_normal_range	"MedicalEnumeration, Text"	normal_range	normal-range	normalRange								"Range of acceptable values for a typical patient, when applicable."
MedicalGuideline	has_evidence_level	MedicalEvidenceLevel	evidence_level	evidence-level	evidenceLevel								Strength of evidence of the data used to formulate the guideline (enumerated).
MedicalEntity	has_guideline	MedicalGuideline	guideline	guideline	guideline								A medical guideline related to this entity.
ImagingTest	has_imaging_technique	MedicalImagingTechnique	imaging_technique	imaging-technique	imagingTechnique								Imaging technique used.
MedicalObservationalStudy	has_study_design	MedicalObservationalStudyDesign	study_design	study-design	studyDesign								Specifics about the observational study design (enumerated).
"Hospital, MedicalClinic, Physician"	has_available_service	"MedicalProcedure, MedicalTest, MedicalTherapy"	available_service	available-service	availableService								A medical service available from this provider.
MedicalProcedure	has_procedure_type	MedicalProcedureType	procedure_type	procedure-type	procedureType								"The type of procedure, for example Surgical, Noninvasive, or Percutaneous."
MedicalRiskEstimator	has_included_risk_factor	MedicalRiskFactor	included_risk_factor	included-risk-factor	includedRiskFactor								"A modifiable or non-modifiable risk factor included in the calculation, e.g. age, coexisting condition."
MedicalCondition	has_risk_factor	MedicalRiskFactor	risk_factor	risk-factor	riskFactor								"A modifiable or non-modifiable factor that increases the risk of a patient contracting this condition, e.g. age,  coexisting condition."
MedicalTest	has_sign_detected	MedicalSign	sign_detected	sign-detected	signDetected								A sign detected by the test.
DDxElement	has_distinguishing_sign	MedicalSignOrSymptom	distinguishing_sign	distinguishing-sign	distinguishingSign								One of a set of signs and symptoms that can be used to distinguish this diagnosis from others in the differential diagnosis.
MedicalCondition	has_sign_or_symptom	MedicalSignOrSymptom	sign_or_symptom	sign-or-symptom	signOrSymptom								A sign or symptom of this condition. Signs are objective or physically observable manifestations of the medical condition while symptoms are the subjective experience of the medical condition.
"Hospital, MedicalClinic, MedicalOrganization, Physician"	has_medical_specialty	MedicalSpecialty	medical_specialty	medical-specialty	medicalSpecialty								A medical specialty of the provider.
MedicalEntity	has_relevant_specialty	MedicalSpecialty	relevant_specialty	relevant-specialty	relevantSpecialty								"If applicable, a medical specialty in which this entity is relevant."
MedicalEntity	has_study	MedicalStudy	study	study	study								A medical study or trial related to this entity.
DiagnosticLab	has_available_test	MedicalTest	available_test	available-test	availableTest								A diagnostic test or procedure offered by this lab.
MedicalSign	has_identifying_test	MedicalTest	identifying_test	identifying-test	identifyingTest								A diagnostic test that can identify this sign.
MedicalTestPanel	has_sub_test	MedicalTest	sub_test	sub-test	subTest								A component test of the panel.
MedicalCondition	has_typical_test	MedicalTest	typical_test	typical-test	typicalTest								A medical test typically performed given this condition.
MedicalTherapy	has_duplicate_therapy	MedicalTherapy	duplicate_therapy	duplicate-therapy	duplicateTherapy								A therapy that duplicates or overlaps this one.
"MedicalCondition, MedicalSignOrSymptom"	has_possible_treatment	MedicalTherapy	possible_treatment	possible-treatment	possibleTreatment								"A possible treatment to address this condition, sign or symptom."
MedicalCondition	has_primary_prevention	MedicalTherapy	primary_prevention	primary-prevention	primaryPrevention								"A preventative therapy used to prevent an initial occurrence of the medical condition, such as vaccination."
"AnatomicalStructure, AnatomicalSystem, SuperficialAnatomy"	has_related_therapy	MedicalTherapy	related_therapy	related-therapy	relatedTherapy								A medical therapy related to this anatomy.
MedicalCondition	has_secondary_prevention	MedicalTherapy	secondary_prevention	secondary-prevention	secondaryPrevention								A preventative therapy used to prevent reoccurrence of the medical condition after an initial episode of the condition.
MedicalTrial	has_trial_design	MedicalTrialDesign	trial_design	trial-design	trialDesign								Specifics about the trial design (enumerated).
MedicalEntity	has_medicine_system	MedicineSystem	medicine_system	medicine-system	medicineSystem								"The system of medicine that includes this MedicalEntity, for example 'evidence-based', 'homeopathic', 'chiropractic', etc."
FoodEstablishment	has_menu	"Menu, Text, URL"	has_menu	has-menu	hasMenu						menu		"Either the actual menu as a structured representation, as text, or a URL of the menu."
FoodEstablishment	has_menu	"Menu, Text, URL"	menu	menu	menu							hasMenu	"Either the actual menu as a structured representation, as text, or a URL of the menu."
"Menu, MenuSection"	has_menu_item	MenuItem	has_menu_item	has-menu-item	hasMenuItem								A food or drink item contained in a menu or menu section.
MenuItem	has_menu_add_on	"MenuItem, MenuSection"	menu_add_on	menu-add-on	menuAddOn								Additional menu item(s) such as a side dish of salad or side order of fries that can be added to this menu item. Additionally it can be a menu section containing allowed add-on menu items for this menu item.
"Menu, MenuSection"	has_menu_section	MenuSection	has_menu_section	has-menu-section	hasMenuSection								"A subgrouping of the menu (by dishes, course, serving time period, etc.)."
"MerchantReturnPolicy, MerchantReturnPolicySeasonalOverride"	has_return_policy_category	MerchantReturnEnumeration	return_policy_category	return-policy-category	returnPolicyCategory	pending:							Specifies an applicable return policy (from an enumeration).
"Offer, Organization, Product"	has_merchant_return_policy	MerchantReturnPolicy	has_merchant_return_policy	has-merchant-return-policy	hasMerchantReturnPolicy	pending:					hasProductReturnPolicy		Specifies a MerchantReturnPolicy that may be applicable.
MerchantReturnPolicy	has_return_policy_seasonal_override	MerchantReturnPolicySeasonalOverride	return_policy_seasonal_override	return-policy-seasonal-override	returnPolicySeasonalOverride	pending:							Seasonal override of a return policy.
ScreeningEvent	has_work_presented	Movie	work_presented	work-presented	workPresented		workFeatured						The movie presented during this event.
Muscle	has_antagonist	Muscle	antagonist	antagonist	antagonist								The muscle whose action counteracts the specified muscle.
Nerve	has_nerve_motor	Muscle	nerve_motor	nerve-motor	nerveMotor								The neurological pathway extension that involves muscle control.
MusicGroup	has_album	MusicAlbum	album	album	album						albums		A music album.
MusicGroup	has_albums	MusicAlbum	albums	albums	albums							album	A collection of music albums.
MusicRecording	has_in_album	MusicAlbum	in_album	in-album	inAlbum								The album to which this recording belongs.
MusicRelease	has_release_of	MusicAlbum	release_of	release-of	releaseOf					albumRelease			The album this is a release of.
MusicAlbum	has_album_production_type	MusicAlbumProductionType	album_production_type	album-production-type	albumProductionType								"Classification of the album by its type of content: soundtrack, live album, studio album, etc."
MusicAlbum	has_album_release_type	MusicAlbumReleaseType	album_release_type	album-release-type	albumReleaseType								"The kind of release which this album is: single, EP or album."
MusicComposition	has_included_composition	MusicComposition	included_composition	included-composition	includedComposition								Smaller compositions included in this work (e.g. a movement in a symphony).
MusicComposition	has_music_arrangement	MusicComposition	music_arrangement	music-arrangement	musicArrangement								An arrangement derived from the composition.
MusicRecording	has_recording_of	MusicComposition	recording_of	recording-of	recordingOf					recordedAs			The composition this track is a recording of.
"MusicAlbum, MusicRecording"	has_by_artist	"MusicGroup, Person"	by_artist	by-artist	byArtist								The artist that performed this album or recording.
"Clip, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	has_music_by	"MusicGroup, Person"	music_by	music-by	musicBy								The composer of the soundtrack.
MusicRecording	has_in_playlist	MusicPlaylist	in_playlist	in-playlist	inPlaylist								The playlist to which this recording belongs.
MusicComposition	has_recorded_as	MusicRecording	recorded_as	recorded-as	recordedAs					recordingOf			An audio recording of the work.
"MusicGroup, MusicPlaylist"	has_tracks	MusicRecording	tracks	tracks	tracks							track	A music recording (track)&#x2014;usually a single song.
MusicAlbum	has_album_release	MusicRelease	album_release	album-release	albumRelease					releaseOf			A release of this album.
MusicRelease	has_music_release_format	MusicReleaseFormatType	music_release_format	music-release-format	musicReleaseFormat								"Format of this release (the type of recording media used, i.e. compact disc, digital media, LP, etc.)."
Muscle	has_nerve	Nerve	nerve	nerve	nerve								The underlying innervation associated with the muscle.
MediaObject	has_associated_article	NewsArticle	associated_article	associated-article	associatedArticle								A NewsArticle associated with the Media Object.
Organization	has_nonprofit_status	NonprofitType	nonprofit_status	nonprofit-status	nonprofitStatus	pending:							nonprofitStatus indicates the legal status of a non-profit organization in its primary place of business.
"MenuItem, Recipe"	has_nutrition	NutritionInformation	nutrition	nutrition	nutrition								Nutrition information about the recipe or menu item.
Person	has_occupation	Occupation	has_occupation	has-occupation	hasOccupation								"The Person's occupation. For past professions, use Role for expressing dates."
JobPosting	has_relevant_occupation	Occupation	relevant_occupation	relevant-occupation	relevantOccupation								The Occupation for the JobPosting.
"JobPosting, Occupation"	has_experience_requirements	"OccupationalExperienceRequirements, Text"	experience_requirements	experience-requirements	experienceRequirements								Description of skills and experience needed for the position or Occupation.
Order	has_accepted_offer	Offer	accepted_offer	accepted-offer	acceptedOffer								"The offer(s) -- e.g., product, quantity and price combinations -- included in the order."
Offer	has_add_on	Offer	add_on	add-on	addOn								An additional offer that can only be obtained in combination with the first base offer (e.g. supplements and extensions that are available for a surcharge).
"ActionAccessSpecification, ConsumeAction, MediaSubscription"	has_expects_acceptance_of	Offer	expects_acceptance_of	expects-acceptance-of	expectsAcceptanceOf								"An Offer which must be accepted before the user can perform the Action. For example, the user may need to buy a movie before being able to watch it."
"Organization, Person"	is_making_offer	Offer	is_making_offer	makes-offer	makesOffer					offeredBy			A pointer to products or services offered by the organization or person.
"Organization, Person, Service"	has_offer_catalog	OfferCatalog	has_offer_catalog	has-offer-catalog	hasOfferCatalog								"Indicates an OfferCatalog listing for this Organization, Person, or Service."
"Demand, MerchantReturnPolicy, Offer, Product"	has_item_condition	OfferItemCondition	item_condition	item-condition	itemCondition								"A predefined value from OfferItemCondition specifying the condition of the product or service, or the products or services included in the offer. Also used for product return policies to specify the condition of products accepted for returns."
Offer	has_shipping_details	OfferShippingDetails	shipping_details	shipping-details	shippingDetails	pending:							"Indicates information about the shipping policies and options associated with an <a class=""localLink"" href=""/Offer"">Offer</a>."
ShippingDeliveryTime	has_business_days	OpeningHoursSpecification	business_days	business-days	businessDays	pending:							"Days of the week when the merchant typically operates, indicated via opening hours markup."
"ContactPoint, LocationFeatureSpecification, Service"	has_hours_available	OpeningHoursSpecification	hours_available	hours-available	hoursAvailable								The hours during which this service or contact is available.
Place	has_opening_hours_specification	OpeningHoursSpecification	opening_hours_specification	opening-hours-specification	openingHoursSpecification								The opening hours of a certain place.
Place	has_special_opening_hours_specification	OpeningHoursSpecification	special_opening_hours_specification	special-opening-hours-specification	specialOpeningHoursSpecification								"The special opening hours of a certain place.<br/><br/>

Use this to explicitly override general opening hours brought in scope by <a class=""localLink"" href=""/openingHoursSpecification"">openingHoursSpecification</a> or <a class=""localLink"" href=""/openingHours"">openingHours</a>."
